KIKI-USDT		0xdAC17F958D2ee523a2206206994597C13D831ec7	10
KIKI-WETH		0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2	10
USDT-WETH	0xdAC17F958D2ee523a2206206994597C13D831ec7	0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2	10
